,id,de,ch_sg,ch_be,ch_gr,ch_zh,ch_vs,ch_bs,ch_ag,ch_lu,thema,code_switching
38,38,Noch sein Vater animierte Ralph Voltz zum Zeichnen.,No sin Vater het de Ralph Voltz zum Zeichne animiert.,No si Vater het dr Ralph Voltz zum Zeichnä animiert.,No sin Vater het dr Ralph Voltz zum zeichna animiart.,No sin Vater hät de Ralph Voltz zum Zeichne animiert.,Nu schine Vater het der Ralph Voltz derzüe animiert zzeichnu.,No sin Vater het de Ralph Noltz zum Zeichne animiert.,"Es esch no si Vater gsi, wo de Ralph Voltz zom Zeichne animiert hät.",De Vater vom Ralph Voltz hed ne zom Zeichne animiert.,special,
39,39,Er durchquerte ihn allein und rief seine Soldaten nacheinander beim Namen an.,Er het in ellei durquert und sini Soldate nochenand bim Name aagruefe.,Är hetne alei dürquert und het sini Soudatä nachenang bim Namä grüeft.,Er het ihn allei duraquert und sini Soldata denn nochanand bim Nama aaglüta.,Er hät ihn ellei durquert und hät sini Soldate nachenand bim Name grüeft.,Är het nu elei durchquert und het schini Soldatu nachenand bim Namu ahglitu.,Är het ihn ellei durchquert und het sini Soldate nochenander bim Name gruefe.,Er het en elleige dorchquert ond het d'Soldate nochenand bem Name ufgrüeft.,Er hed ne ellei dörqueert ond hed sini Soldate eine nachem andere met name grüeft.,special,
40,40,Tag und Nacht schrien wir die Menge an.,Tag und Nacht hemmer dMengi aagschraue.,Tag und Nacht heimer d Mängi aagschrouä.,Tag und Nacht hemmer dMengi aagschraua.,Tag und Nacht hämmer d Mängi ahgschroue.,Tag und Nacht heiwer dMängi ahgöiru.,Tag und Nacht hämmr d Mängi ahgschraue.,Tag ond Nacht hemmer d'Mängi ahgschroue.,Tag ond Nacht hemmer d Mängi agschroue.,special,
41,41,Da liegt sie auf dem Sofa und starrt mich mit grossen Augen an.,Do liit si ufem Sofa und starrt mi mit grosse Auge a.,Da ligtsi ufem Sofa und schtarrt mi mit grossä Ougä aa.,Do liggt sie uffem Sofa und starrt mi mit grossa Auga ah.,Da lit si ufem Sofa und starrt mich mit grosse Auge ah.,Da liggutsch ufum Guch und starrt mi mit grosse Öigu ah.,Do liggt si uf em Sofa und starrt mi mit grosse Auge ah.,Det lieht sie ofem Sofa ond starrt mech met grosse Auge ah.,De liit si ufem Sofa ond luegt mech met grosse Auge ah.,special,
42,42,In der Vergangenheit arbeitete auch das Low-Bandwidth-X-Projekt von Keith Packard in diesem Bereich.,I de Vogangeheit het au sLow-Bandwidth-X-Projekt vom Keith Packard i dem Bereich gschaffed.,Ir Vergangäheit het o s Low-Bandwidth-X-Projekt vom Keith Packard i däm Beriich geschaffet.,Ir Vergangaheit het au ds Low-Bandwidth-X-Projekt vum Keith Packard in dem Beriich gschafft.,Ide Vergangeheit hät au s Low-Bandwidth-X-Projekt vom Keth Packard i däm Bereich gschaffed.,Iner Verganguheit het öi zLow-Bandwifth-X-Project vam Keith Packard in dem Berich gschafft.,In dr Vergangeheit het aus s Low-Bandwidth-X-Projäkt vom Keith Packard in däm Beriich gschafft.,Ide Vergangeheit het au s'Low-Bandwidth-X-Projekt vom Keith Packard edem Bereich gschaffet.,I de Vergangeheit hed au s Low-Bandwidth-X-Project vom Keith Packard uf dem Bereich gschafft.,special,True
43,43,"Das Nervensystem arbeite nicht mit``Repräsentationen""einer unabhängigen Außenwelt.","sNerversystem schafft nöd mit ""Repräsentatione"" vonere unabhängige Ussewelt.","S Närväsyschtem schaffet nid mit ""Repräsentationä"" vorä unabhängigä Ussäwäut.","Ds Nervasystem het nit mit ""Repräsentationa""vunera unabhängiga Ussawelt gschafft.","S Nervesystem hät nöd mit ""Repräsentatione"" vonere unabhängige Ussewält gschaffed.","Z'Närvusyschtem het nit mit ""Repräsentatione"" vaner unabhängigu Üssuwält gschafft.","S Närvesystem schaffi nid mit ""Repräsenatione"" vo ere unabhängige Ussewält.",S'Nervesystem schaffet ned met Repräsentatione vonere onabhängige Ossewält.,S Närvesystem schafft ned metere Representation vonere onabhängige Ossewält.,special,
44,44,Während des Ersten Weltkrieges hast du für die britische Admiralität gearbeitet.,Während em erste Weltchrieg häsch du für di britisch Admiralität gschaffed.,Währendem erschtä Wäutchrieg hesch du für die britischi Admiralität gschaffet.,Während am ersta Weltkriag hesch du für dia britisch Admiralität gschafft.,Währendem Erste Wältchrieg häsch du für di britischi Admiralität gschaffed.,Während dum erschtu Wältchrieg hesch dü fer di britisch Admiralität gschafft.,Während em erste Wältkrieg hesch du für die britischi Admiralität gschafft.,Während em erste Wältchrieg hesch du für die änglischi Admiralität gschaffet.,Währed em erste Wältchrieg hesch du för di britischi Admiralität gschaffet.,special,
45,45,Schon von weitem konnte ich erkennen das er seine Flasche ausschütten wird.,"Scho vo wiitem hani chöne erchenne, dass er sini Fläsche wird uusschütte.",,"Scho vu wiitem han i könna erkenna, dass er sini Fläscha usschütta wird.",Scho vo witem hani chöne gseh dass er sini Fläsche usleert.,"Scho va witum hani erkännt, dasser dFläscha üsleescht.",Scho vo wiitem hani könne erkenne das är sini Fläsche wird usleere.,"Scho fo witem hani gseh, dasser sini Fläsche werd usleere.",Scho vo wiitem hanech gseh das er sini Fläsche ez de uslärt.,special,
47,47,Zieh die Jacke besser aus sonst erstickst du ja noch.,Zieh dJagge besser us susch ersticksch jo no.,"Zieh d Jaggä gschider ab, süsch erschticksch no.","Züüch dia Jacka besser ab, susch ersticksch no.",Ziehn d Jagge besser ab susch versticksch ja no.,Tüe dJacka besser abzieh susch ersticksch dü ja nu.,Zieh d Jacke ab sunsch vrsticksch jo no.,"Zieh die Jacke besser ab, du erstecksch jo no.","Zieh dini Jagge lieber ab, sösch verstecksch no.",special,
48,48,"Die korrupten Priester lehnten jedoch ab, da ein anderer persischer Abgesandter sie bestochen hatte.","Di korrupte Priester hend aber abglehnt, will en andere persische Abgsandte sie bestoche het.","Die korruptä Prieschter hei aber abglehnt, wöu ä angerä persischä Abgsandtä si beschtochä het.","Dia korrupta Priaster hend jedoch abglehnt, will en andera persischa Abgsandta sie bestocha het.","Di korrupte Priester händ aber abglehnt, will en andere persische Abgsandte si bestoche hät.","Di korrupte Prieschter hent aber abglehnt, will en andre persische Abgsandte schi bestochu het.","Die korrupte Priester lähne aber ab, will ä andere persiche Abgsandte si bestoche het.","Die korrupte Prieser hends aber abglehnt, will en andere persischi Abgsahnti sie bestoche hät.","Di korrupte Priester hend aber abglehnt, well en andere persische Abgsandte sie bestoche hed.",special,
49,49,"Kreon beharrt auf dem Verbot und verdächtigt Teiresias, bestochen worden zu sein.",de Kreon beharrt ufem Verbot und verdächtigt dass dTeiresias bestoche worde isch.,"Dr Kreon beharrt ufem Verbot und verdächtigt dr Teiresias, beschtochä wordä z si.","Dr Kreon beharrt uffem Verbot und verdächtigt dr Teiresias, bestocha worda zsii.",De Kreon beharrt ufem Verbot und verdächtigt de Teiresias bestoche worde zsi.,"Der Kreon beharrt ufum Verbot und verdächtigt der Teiresias, dass mu nu bestochu het.","Dr Kreon beharrt uf em Verbot und verdächtigt de Teiresias, bestoche worde z sii.","De Kreon beharrt of dem Verbot ond verdächtigt de Teiresiias, bestoche worde z'si.","De Kreon beharrt ufem Verbot ond verdächtiget de Teresias, bestoche worde zsie.",special,
50,50,In der Schule bestach er nicht durch herausragende Leistungen.,I de Schuel het er nöd mit herusragende Leistige überzügt.,Ir Schueu heter nid dür herusragendi Leischtigä beschtochä.,Ir Schual het er nit dur heruusragendi Leistiga bestocha.,Ide Schuel hät er nöd dur useragendi Leistige überzügt.,Iner Schüel ischer nu durch herüsragendi Leischtige üfgfallu.,In dr Schuel het är nid nur herrussragendi Leistige bestoche.,Ede Schuel heter ned dor gueti Leistige bestoche.,I de Schuel hed er ned met hervorragende Leistige öberzügt.,special,
51,51,Die Enkelin des Duce betrachtete dies mit Argwohn.,dEnkelin vom Duce het da mit Argwohn agluegt.,D Änkelin vom Duce het das mit Argwohn aagluegt.,D Enkelin vum Duce hat das mit Argwohn betrachtet.,D Änkelin vom Duce hät das mit Skepsis ahglueged.,D'Änkelin vam Duce het das mit Argwohn betrachtut.,D Änkelin vom Duce het das mit Argwohn betrachtet.,S'Grosschend fom Duce het das met Argwohn betrachtet.,D Änkelin vom Duce hed das met messtroue agluegt..,special,
52,52,Mit der Elektrifizierung des Haushalts wurde auch das Bügeleisen elektrisch beheizt.,Mit de Elektrifizierig vom Huushalt isch au sBügeliise elektrisch beheizt worde.,Mit dr Elektrifizierig vom Hushaut isch o s Glettisä elektrisch gheizt wordä.,Mit dr Elektrifiziarig vum Huushalt isch au ds Glättiisa beheizt worda.,Mit de Elektifizierig vom Hushalt isch au s Glettise elektrisch gheizt worde.,Mit der Elektrifizierig vam Hüüshalt isch öi zGlettiisu elektrisch beheizt wordu.,Mit dr Elektrifizierig vom Huushalt isch au s Glättiise elektrisch gheizt worde.,Met de Elektrifizierig fom Huushalt esch au s'Glättise elektrisch gheizt worde.,Met de Elektrifizierig vom Hushalt send au d Glettise elektrisch gheizt worde.,special,
53,53,Er hört den Lehrern im Unterricht nie zu.,Er lost am Lehrer im Unterricht nie zue.,Är lost dä Lehrer im Unggerricht nie zuä.,Er lost da Lehrer im Unterricht nia zua.,Er lost de Lehrer im Unterricht nie zue.,Är losut de Lehrer im Unerricht nie züe.,Är lost de Leherer im Unterricht nie zue.,Er het de Lehrer em Onterrecht nie zueglost.,Är lost de Lehrer em Onderrecht nie zue.,special,
54,54,Wegen seines Unfalls hört er nichts mehr.,Weg sim Unfall ghört er nüt meh.,Wägä sim Unfau ghörter nütme.,Weg sinem Unfall ghört er nüt meh.,Wäg sim Unfall ghört er nüt meh.,Wägu schinum Unfall kehrder nix meh.,Wäg sim Unfall ghört är nüd meh.,Wäge sim Onfall ghört er nüt meh.,Wäge sim Omfall ghört er nüt meh.,special,
55,55,"Nachdem sie Dutch die Brieftasche klaut, lässt sie sie an einer Tankstelle zurück.","Nochdem sie em Dutch sPortemonnaie klaut het, het si si binre Tankstell zruggloh.","Nachdäm si am Dutch s Portmonee chlaut, latsis ar Tankschteu zrügg.","Nochdem sie am Dutch ds Portmonnaie klaut, loht sies anera Tankstell zruck.","Wo si am Dutch s Portemonnaie klaut hät, hät sis anere Tankstell zrugg glah.","Nahdem schi der Dutch der Gäldsack giklaut het, lah schi nu aner Tankstell zrug.","Nochdäm si em Dutch s Portemonnaie gstohle hän, hän sis an ere Tankstell zrugg gloh.","Nochdem sie de Dutch s'Portemonnaie chlaut, loht sies ade Tankstell zrogg.","Nachdem sie de Dutch ehres Portemonnaie chlaut, loht sis andere Tankstell loh legge.",special,True
56,56,Penny betrachtet dies als einen gelungenen Witz und lacht Barris aus.,dPenny findet das seg en glungene Witz und lacht dBarris us.,D Penny luegt das aus glungnigä Witz aa und lacht dr Barris us.,D Penny betrachtet das als en glungana Witz und lacht dr Barris uus.,D Penny gseht das als en glungene Witz und lacht de Barris us.,Di Penny betrachtut das als en glungne Witz und lacht der Barris üs.,D Penny luegt das als ä glungene Witz ah und lacht de Barris us.,d'Penny bertrachtet das als en glongnige Wetz ond lachet de Barris us.,D Penny luegt das als glongnige Wetz ah ond lacht de Barris us.,special,True
57,57,Dann lacht er sie aus und springt fort.,Denn lacht er sie us und springt los.,De lachtersi us und schpringt furt.,Denn lacht er si uus und springt drvoo.,Dänn lacht er si us und rännt furt.,De lacht är schi üs und springt ewäg.,Denn lacht är si us und springt wäg.,Dene heter sie usglachet ond esch weggloffe.,Denn lachter sie us ond rennt devo.,special,
59,59,Dort parkst du und überquerst die Straße.,Döt parksch du und überquersch dStross.,Dert parkiersch und überquersch d Schtrass.,Döt parkiarsch und überquersch dStross.,Det parkiersch und gahsch über d Strass.,Da parksch dü und löifsch uber dStrass.,Dört parkiert überquersch d Stroos.,Dete parkiersch ond öberquersch d'Stross.,Döt parkiersch ond öberquersch d Stross.,special,
60,60,Gegen Ende des Tages hatte Eddie eine hellgelbe Blume am Wegesrand gefunden und für sie gepflückt.,Geg Endi vom Tag hett de Edi e hellgeli Blueme am Wegrand gfunde und für sie pflückt.,Gägä s Änd vom Tag het dr Eddie ä häugäubi Bluemä am Wägrand gfungä und für si pflückt.,Gega End vum Tag het dr Eddie a hellgelbi Bluama am Wegrand gfunda und für sie pflückt.,Gäge s Endi vom Tag hät de Eddie e hellgäli Blueme am Wägrand gfunde und si für si pflückt.,Gägu Ändi vam Tag het der Eddie en hellgälbi Blüema am Wägrand gfundu und fer schi gipflückt.,Gege Ändi vom Daag het dr Eddie ä hellgälbi Blueme am Wägrand gfunde und für sie pflückt.,"Gäge Ändi fom Tag, het d'Eddie en hellgälbi Blueme gfonde ond för sie pflöckt.",Gäges Ändi vom Tag hed de Eddie en hellgälbi Blueme am Wägrand gfonde ond för sie pflöckt.,special,True
61,61,Also habe ich gepfuscht.,Also I han pfuscht.,Auso hani pfuschet.,Also i han pfuscht.,Also hani pfuscht.,Also ich ha gipfuscht.,Also hani bschisse.,Also hani pfuscht.,Aso hanech gschloderet.,special,
62,62,"Ich halte es nicht für ausgeschlossen, daß Sie oder einer Ihrer Leute gepfuscht und das Unglück der Amerikaner auf dem St.","I halts nöd für uusgschlosse, dass Sie oder eine vo ihre Lüüt pfuscht und sUnglück vo de Amerikaner ufem Sankt.",,,,"Ich haltus nit fer üsgschlossu, dass Ier oder eine wa Ewe Lit gipfuscht het und zUnglick vane Amerikaner ufum St.",,"Ich halts för ned usgschlosse, dass sie oder öpper fo erne Lüt pfuscht het ond s'Onglöck fode Amerikaner ofem St.",,special,
63,63,Das Auto rast durch die Nacht.,sAuto rast dur dNacht.,S Outo rast dürd Nacht.,Ds Auto rast dur dNacht.,S Auto rased durd Nacht.,Z'Auto rast durch dNacht.,S Auto rast durch d Nacht.,S'Auto esch dor d'Nacht graset.,S Auto rast dör d Nacht.,special,
64,64,Das mit den Reifen war eine kindische Racheaktion.,Da mit de Reife isch e chindische Racheaktion.,Das mit dä Pnö isch ä chindischi Racheaktion gsi.,Das mit da Reifa isch a kindischi Racheaktion gsi.,Das mit de Pneu isch e chindischi Racheaktion gsi.,Da mit de Pnö isch en chindischi Racheaktion gsi.,Das mit de Reife isch ä kindischi Racheaktion gseh.,Das met de Reife esch en chendischi Racheaktion gsi.,Das met em Reife esch es chendischs Omegäh gsi.,special,
65,65,"Seine Reifen drehten durch, er rutschte zur Seite.","Sini Reife sind duredreiht, er isch uf dSiite grutscht.","Sini Pnö si dürädräit, är isch ufd Sitä grütscht.","Sini Reifa sind dura dreht, er isch zur Siita grutscht.","Sini Reder händ duredrät, er isch ufd Site grutscht.","Schini Pnö sind durchgidräht, är isch zer Sita grutscht.","Sini Räder sind duuredreiht, är isch uf d Siite grutscht.","Sini Reife hend doredreit, er isch of d'Site grötscht.","Sini Reife send döredreiht, är esch uf d Siite grötscht.",special,
66,66,"Wer auch immer diesen Pullover gestrickt hatte, entweder war sie halb blind gewesen oder hatte mit einem Auge auf den Fernseher geschielt.","Wer au immer de Pulli gstrickt het, entweder isch si halb blind gsi oder het mit eim Aug uf de Fernseh gschiled.","Wär o immer dä Pullover het glismet, entweder ischsi haub blind gsi, oder het mit eim Oug zum Fernseh gschilet.","Wer au immer de Pulli gstrickt het, entweder isch sie halb blind gsi oder het mit einem Aug uf da Fernseh gschielt.","Wär au immer de Pulli glismed hät, entweder isch si halb blind gsi oder hät mit eim Aug uf de Fernseh gspienzled.","Wer öi immer der Pullover gstrickt het, entwäder isch schi halb blindi gsi oder het mit einum Öig ufe Fernseh gschälut.","Wär au immer dä Pullover gstrickt kah het, äntweder isch si halb blind gseh oder si het mit eim Aug uf de Färnseh gschielt kah.","Wer au emmer de Pullover gstreckt het, äntwäder esch sie blend gsi oder het met eim Aug e Färnseh gluegt.","Wer au emmer dä Pulli glesemet hed, entweder esch si halb blend gsi oder hed met eim Aug uf de Färnseh gspientzlet.",special,
67,67,Aber Hosmer war in Geldsachen unabhängig und hat nie auch nur auf einen Schilling von mir geschielt.,Aber de Hosmer isch i Geldsache unabhängig gsi und het nie au nur uf ein Schilling vo mir gschiled.,Aber dr Hosmer isch in Gäudsachä unabhängig gsi und het o nie numä ufnä Rappä vo mir gschilet.,Aber dr Hosmer isch in Geldsacha unabhängig gsi und het nia au nur uf ein Schilling vu miar gschielt.,Aber de Hosmer isch i Gäldsache unabhängig gsi und hät nie au nur uf ein Schilling vo mir gspienzled.,Aber der Hosmer isch inu Gäldsache unabhängig gsi und het öi nie öi nur uf en Schilling va mier gschälut.,Aber de Hosmer isch in Gäldsache unabhängig und het nie au nur ei Schilling vo mir welle.,Aber de Homser esch e Geldsache onabhängig gsi ond het nie au nome of ei Schilling fo mer gluegt.,Aber de Hosmer esch en Sache Gäld onabhängig gsi ond hed ned einisch au nor ufne Schilling vo mer Gspienzlet.,special,
68,68,"Aber seien Sie leise, die Kleine schläft.","Aber sind sie liislig, di chlii schlooft.","Aber sit liislig, die Chliini schlaft.","Aber sigend sie liislig, die Klii schloft.","Aber sind si lislig, di Chlini schlaft.","Aber sid lislig, dChleina schlaft.","Aber sige si liislig, die Kliini schlooft.","Aber send sie lislig, die Chlini esch am schlofe.","Aber send si bitte lisilig, di Chlini schloft.",special,
